service_date,time_period,route_or_line,gated_entries
2016-05-22,(17:00:00),Red Line,3029.99
2017-07-10,(06:00:00),Silver Line,105.6
2016-06-02,(03:30:00),Red Line,0.49
2015-08-20,(04:00:00),Blue Line,2.1
2019-06-05,(04:00:00),Blue Line,3.0
2019-01-11,(16:00:00),Green Line,3304.33
2015-08-02,(07:00:00),Blue Line,641.9
2018-12-01,(06:30:00),Silver Line,24.6
2016-09-20,(06:30:00),Red Line,6952.16
2017-06-22,(01:30:00),Green Line,5.42
2019-01-18,(00:30:00),Red Line,259.65
2021-01-07,(06:30:00),Silver Line,55.7
2014-06-07,(20:00:00),Silver Line,119.4
2021-07-20,(02:00:00),Orange Line,2.8
2020-08-19,(22:00:00),Red Line,461.5
2019-03-22,(01:30:00),Green Line,3.24
2018-11-11,(02:00:00),Blue Line,3.0
2017-05-28,(12:30:00),Blue Line,1048.2
2016-12-30,(19:30:00),Orange Line,1935.78
2018-07-11,(13:30:00),Red Line,3715.96
2017-01-15,(09:30:00),Green Line,578.67
2019-05-27,(14:30:00),Silver Line,208.1
2019-01-06,(02:30:00),Silver Line,0.3
2020-06-04,(05:30:00),Orange Line,491.65999999999997
2020-02-21,(10:00:00),Orange Line,2696.4700000000003
2022-05-20,(00:30:00),Red Line,257.56
2021-01-12,(04:30:00),Silver Line,1.3
2021-09-22,(13:30:00),Blue Line,751.2
2019-03-19,(21:30:00),Green Line,1405.05
2016-09-13,(15:00:00),Blue Line,1770.9
2017-01-24,(10:30:00),Orange Line,2355.19
2015-05-29,(11:30:00),Red Line,4140.37
2016-12-22,(03:30:00),Red Line,6.0
2022-07-25,(04:00:00),Orange Line,4.0
2021-07-25,(13:00:00),Red Line,1451.39
2014-01-20,(13:00:00),Silver Line,201.6
2014-03-24,(10:00:00),Silver Line,123.1
2014-12-22,(22:00:00),Silver Line,98.1
2019-05-14,(22:30:00),Green Line,1747.55
2022-07-22,(04:30:00),Green Line,19.39
2020-08-09,(06:00:00),Blue Line,14.5
2018-06-29,(16:30:00),Red Line,8919.66
2016-02-16,(21:30:00),Red Line,2232.08
2021-02-14,(19:00:00),Blue Line,203.1
2015-10-04,(05:00:00),Red Line,15.14
2018-05-07,(12:00:00),Green Line,1262.49
2022-07-06,(03:00:00),Red Line,11.62
2016-03-18,(18:30:00),Green Line,3235.04
2021-08-24,(18:30:00),Green Line,1274.06
2018-02-13,(17:00:00),Green Line,5441.139999999999
2015-09-15,(23:30:00),Orange Line,786.36
2021-12-03,(12:30:00),Blue Line,635.2
2017-06-14,(02:00:00),Red Line,5.0
2020-06-19,(14:00:00),Blue Line,531.0
2020-01-26,(19:00:00),Red Line,1072.4
2018-01-04,(05:30:00),Orange Line,1004.55
2021-07-28,(22:00:00),Red Line,1054.14
2018-04-27,(15:00:00),Blue Line,1957.2
2021-04-30,(02:00:00),Orange Line,9.5
2017-12-22,(01:00:00),Silver Line,2.2
2014-07-06,(14:00:00),Blue Line,1068.0
2020-08-30,(03:00:00),Green Line,0.34
2018-05-17,(13:30:00),Silver Line,164.8
2016-06-28,(13:00:00),Silver Line,162.0
2017-12-10,(13:30:00),Blue Line,884.6
2018-12-15,(23:30:00),Red Line,1046.06
2019-05-24,(23:00:00),Silver Line,151.8
2016-02-29,(20:30:00),Red Line,2585.89
2016-04-03,(17:30:00),Red Line,2304.92
2020-03-16,(10:30:00),Red Line,1346.21
2021-08-14,(17:00:00),Orange Line,1563.55
2017-02-01,(15:00:00),Silver Line,308.9
2014-06-07,(13:30:00),Red Line,4385.62
2015-11-15,(17:00:00),Silver Line,152.9
2021-10-16,(16:30:00),Red Line,2311.49
2021-04-30,(15:30:00),Orange Line,2138.0
2022-02-21,(20:30:00),Green Line,609.12
2016-08-09,(20:30:00),Green Line,1739.75
2020-06-25,(08:30:00),Green Line,165.46
2016-02-10,(05:00:00),Green Line,204.01999999999998
2016-07-20,(06:00:00),Green Line,733.04
2019-10-29,(01:00:00),Green Line,29.85
2014-07-20,(05:30:00),Blue Line,271.4
2014-08-18,(02:30:00),Green Line,1.0
2020-01-23,(13:00:00),Silver Line,149.3
2017-04-24,(01:30:00),Red Line,22.4
2016-01-04,(05:30:00),Blue Line,957.0
2020-11-15,(13:00:00),Blue Line,446.9
2016-07-31,(12:00:00),Orange Line,1705.3600000000001
2018-02-05,(06:00:00),Orange Line,3006.5299999999997
2020-05-27,(08:30:00),Orange Line,486.24
2019-03-05,(15:30:00),Orange Line,5265.4
2019-12-06,(08:00:00),Blue Line,3313.8
2021-07-26,(20:30:00),Orange Line,764.64
2019-11-03,(20:00:00),Green Line,834.6800000000001
2020-02-24,(02:30:00),Orange Line,2.0
2015-07-17,(10:00:00),Blue Line,1256.3
2019-08-11,(15:30:00),Orange Line,2216.31
2017-02-06,(16:30:00),Blue Line,1999.4
2019-02-07,(14:30:00),Blue Line,1487.8
2021-06-04,(08:30:00),Red Line,1952.78
2016-07-25,(07:30:00),Green Line,2016.35
2022-01-19,(22:00:00),Silver Line,57.7
2016-12-22,(07:30:00),Silver Line,232.0
2021-12-16,(09:30:00),Silver Line,58.5
2021-07-19,(03:00:00),Green Line,0.68
2017-05-30,(06:30:00),Blue Line,2193.5
2014-11-12,(08:30:00),Red Line,11946.63
2016-03-05,(14:30:00),Green Line,1935.29
2022-01-04,(23:00:00),Orange Line,434.36
2019-03-10,(06:00:00),Green Line,169.83
2016-04-19,(11:00:00),Green Line,1513.12
2018-07-06,(07:30:00),Blue Line,2419.8
2016-02-16,(07:30:00),Silver Line,320.2
2021-02-06,(18:00:00),Blue Line,293.7
2019-06-01,(18:00:00),Blue Line,677.4
2015-08-28,(00:30:00),Red Line,699.07
2020-01-13,(19:30:00),Orange Line,2412.37
2014-10-10,(02:00:00),Silver Line,23.7
2014-06-11,(17:30:00),Orange Line,8273.07
2020-03-22,(22:30:00),Silver Line,15.2
2019-10-15,(10:30:00),Orange Line,2685.77
2014-04-05,(13:30:00),Silver Line,186.0
2020-03-07,(21:30:00),Blue Line,313.6
2018-03-05,(15:30:00),Blue Line,1591.7
2019-03-21,(03:30:00),Red Line,1.51
2018-08-15,(10:00:00),Blue Line,1115.5
2018-09-05,(00:30:00),Green Line,102.38
2017-07-06,(16:30:00),Silver Line,792.0
2021-10-13,(21:00:00),Red Line,1265.71
2019-09-08,(18:30:00),Blue Line,687.6
2022-06-20,(20:30:00),Orange Line,971.43
2017-07-10,(02:30:00),Green Line,2.0
2016-11-20,(13:00:00),Green Line,1651.62
2021-05-17,(21:30:00),Red Line,609.54
2014-03-03,(09:30:00),Silver Line,149.6
2015-05-10,(14:00:00),Blue Line,891.2
2017-04-01,(05:30:00),Orange Line,518.43
2018-05-23,(21:00:00),Silver Line,173.4
2014-10-23,(07:30:00),Silver Line,395.5
2018-04-08,(15:00:00),Blue Line,1096.6
2016-05-26,(10:00:00),Silver Line,124.2
2016-04-24,(20:30:00),Silver Line,141.1
2016-10-09,(14:00:00),Green Line,1667.3
2020-11-25,(07:30:00),Orange Line,1224.91
2017-03-17,(20:00:00),Green Line,1974.59
2020-12-20,(02:00:00),Red Line,1.4
2019-01-29,(05:00:00),Silver Line,7.0
2017-06-18,(13:30:00),Orange Line,2701.76
2018-01-03,(19:30:00),Orange Line,2396.2
2016-11-25,(17:00:00),Blue Line,1126.0
2014-08-28,(21:00:00),Silver Line,180.7
2014-10-08,(04:30:00),Green Line,30.8
2017-05-04,(01:30:00),Orange Line,12.51
2017-01-06,(12:30:00),Blue Line,743.3
2014-07-30,(07:30:00),Red Line,11632.38
2014-08-21,(21:30:00),Blue Line,517.2
2016-08-03,(13:00:00),Silver Line,179.8
2019-03-02,(19:30:00),Green Line,995.84
2016-06-14,(15:00:00),Blue Line,1825.3
2014-08-11,(23:00:00),Green Line,709.16
2014-03-11,(08:00:00),Silver Line,436.7
2014-09-10,(02:00:00),Orange Line,1.17
2020-09-11,(18:30:00),Green Line,665.94
2014-02-03,(06:30:00),Orange Line,4930.45
2017-09-09,(22:00:00),Silver Line,93.8
2015-05-02,(09:00:00),Silver Line,58.8
2018-04-06,(01:30:00),Orange Line,12.0
2017-08-21,(08:00:00),Orange Line,8399.93
2019-11-19,(09:30:00),Blue Line,1337.7
2016-05-26,(04:00:00),Silver Line,0.3
2016-01-21,(21:00:00),Green Line,1720.94
2017-06-23,(12:30:00),Blue Line,1230.2
2016-08-20,(20:30:00),Blue Line,778.0
2014-12-22,(17:30:00),Red Line,8717.58
2016-03-29,(22:00:00),Silver Line,117.7
2016-12-04,(06:30:00),Blue Line,405.0
2020-09-17,(07:00:00),Blue Line,904.8
2014-12-05,(00:00:00),Orange Line,1097.01
2020-09-02,(11:30:00),Orange Line,862.41
2015-12-22,(06:00:00),Blue Line,1678.2
2017-08-25,(03:30:00),Blue Line,7.0
2022-07-31,(00:00:00),Silver Line,25.0
2022-04-27,(18:30:00),Silver Line,213.3
2016-12-05,(17:30:00),Orange Line,8112.21
2015-10-20,(00:30:00),Orange Line,221.48000000000002
2020-01-12,(05:30:00),Silver Line,7.8
2021-11-01,(00:00:00),Blue Line,79.6
2021-03-25,(15:30:00),Orange Line,1761.1100000000001
2015-02-20,(11:30:00),Blue Line,688.1
2021-05-01,(08:00:00),Silver Line,19.4
2014-10-15,(01:30:00),Blue Line,1.0
2022-03-09,(05:00:00),Blue Line,700.9
2019-08-04,(04:30:00),Orange Line,0.49
2020-08-18,(16:00:00),Blue Line,655.5
2019-05-05,(16:00:00),Orange Line,2052.73
2016-11-13,(08:00:00),Orange Line,1116.98
2018-05-07,(21:00:00),Green Line,1302.12
2022-01-29,(05:00:00),Silver Line,3.1
2019-02-28,(15:00:00),Orange Line,4496.32
2017-12-31,(09:00:00),Blue Line,474.7
2022-01-26,(05:30:00),Green Line,162.43
2018-07-07,(18:30:00),Orange Line,2184.6800000000003
2020-02-11,(14:30:00),Green Line,1926.23
2015-12-16,(06:30:00),Green Line,952.33
2020-02-18,(10:00:00),Blue Line,1141.8
2021-01-28,(00:00:00),Green Line,46.07
2021-03-02,(05:00:00),Red Line,639.06
2014-05-29,(17:00:00),Red Line,14574.48
2021-07-27,(05:30:00),Green Line,175.76
2017-06-24,(14:00:00),Red Line,4104.78
2020-09-04,(14:30:00),Orange Line,1594.09
2021-06-15,(16:30:00),Orange Line,2435.79
2018-11-06,(19:30:00),Orange Line,2493.44
2015-02-21,(18:30:00),Green Line,1955.25
2014-04-14,(04:30:00),Orange Line,59.67
2017-01-29,(08:00:00),Silver Line,22.9
2020-09-21,(23:00:00),Blue Line,144.3
2018-08-16,(11:30:00),Orange Line,2517.6
2014-09-04,(11:30:00),Red Line,3861.62
2019-10-02,(15:30:00),Orange Line,5767.5
2014-10-10,(23:30:00),Silver Line,109.8
2019-05-03,(09:00:00),Blue Line,1834.0
2015-08-25,(09:00:00),Green Line,1507.07
2018-02-18,(21:30:00),Red Line,1482.59
2018-02-01,(08:00:00),Green Line,2486.37
2016-09-01,(18:00:00),Blue Line,1444.7
2019-06-20,(02:00:00),Green Line,1.98
2015-12-01,(09:00:00),Silver Line,239.3
2020-09-02,(16:30:00),Blue Line,594.5
2020-06-13,(19:00:00),Orange Line,499.64
2018-06-14,(00:30:00),Silver Line,19.9
2017-08-20,(00:30:00),Blue Line,85.5
2016-07-27,(18:30:00),Blue Line,1322.7
2020-05-02,(01:00:00),Orange Line,18.05
2020-02-28,(13:00:00),Silver Line,200.9
2017-06-29,(08:30:00),Orange Line,7730.82
2020-08-07,(22:00:00),Silver Line,34.8
2014-04-09,(22:30:00),Green Line,1320.6
2014-11-06,(13:30:00),Green Line,1812.26
2014-06-13,(16:00:00),Blue Line,1821.4
2021-05-15,(02:30:00),Orange Line,1.0
2016-02-12,(13:30:00),Blue Line,978.0
2014-02-04,(07:00:00),Silver Line,338.8
2019-08-10,(00:30:00),Blue Line,133.2
2016-04-27,(15:30:00),Silver Line,420.2
2016-07-27,(16:00:00),Silver Line,621.2
2018-04-15,(20:00:00),Blue Line,585.5
2016-03-03,(19:00:00),Silver Line,395.7
2018-02-23,(04:30:00),Red Line,109.45
2015-11-24,(00:00:00),Orange Line,475.35
2014-10-30,(21:00:00),Orange Line,2562.0
2018-01-23,(17:30:00),Silver Line,888.5
2017-09-22,(15:30:00),Orange Line,5826.63
2020-11-16,(07:00:00),Red Line,1642.81
2021-06-06,(00:30:00),Orange Line,51.54
2014-08-14,(22:00:00),Orange Line,2035.8
2018-08-10,(02:00:00),Green Line,1.18
2017-09-25,(18:00:00),Red Line,9092.07
2018-04-23,(14:00:00),Red Line,4138.45
2017-04-14,(15:30:00),Orange Line,5836.74
2020-05-12,(06:30:00),Red Line,601.4300000000001
2017-03-08,(12:00:00),Red Line,3765.03
2021-05-12,(23:30:00),Green Line,218.5
2018-10-14,(21:30:00),Silver Line,102.5
2020-02-03,(10:00:00),Orange Line,2853.4
2014-08-19,(07:30:00),Red Line,10675.119999999999
2017-03-04,(04:30:00),Blue Line,12.5
2020-10-13,(12:00:00),Silver Line,37.4
2016-02-19,(22:00:00),Green Line,1472.05
2016-01-11,(15:30:00),Orange Line,5610.89
2016-12-16,(05:00:00),Blue Line,820.4
2017-03-05,(06:30:00),Silver Line,13.3
2015-03-31,(20:00:00),Red Line,3607.02
2018-07-26,(10:00:00),Red Line,3991.56
2019-03-26,(13:30:00),Silver Line,167.7
2015-02-21,(01:00:00),Red Line,604.68
2021-01-10,(17:30:00),Green Line,287.79
2014-05-25,(00:30:00),Silver Line,25.7
2022-06-15,(04:00:00),Orange Line,11.95
2019-11-14,(23:30:00),Red Line,774.86
2017-03-22,(14:00:00),Orange Line,4402.28
2015-11-19,(21:30:00),Red Line,2848.82
2019-07-13,(20:00:00),Green Line,1454.0900000000001
2020-12-17,(21:00:00),Red Line,449.67
2016-01-03,(07:00:00),Silver Line,32.1
2015-04-21,(04:00:00),Red Line,6.0
2016-06-18,(19:00:00),Orange Line,2097.47
2016-06-25,(14:00:00),Blue Line,1378.5
2018-08-15,(20:30:00),Silver Line,197.4
2021-07-06,(07:00:00),Silver Line,79.9
2021-07-28,(12:00:00),Silver Line,69.7
2014-11-08,(12:30:00),Orange Line,3213.05
2020-05-20,(17:00:00),Orange Line,618.4
2022-07-23,(04:30:00),Red Line,29.86
2016-03-05,(22:30:00),Red Line,2000.8600000000001
2019-11-18,(21:30:00),Orange Line,1362.8899999999999
2014-11-25,(00:30:00),Orange Line,222.81
2015-03-04,(16:00:00),Blue Line,1534.3
2018-04-19,(09:00:00),Blue Line,1760.4
2018-02-04,(10:30:00),Green Line,678.05
2017-08-10,(02:30:00),Green Line,1.0
2014-01-07,(12:00:00),Blue Line,918.6
2021-09-19,(08:00:00),Green Line,151.07
2019-12-19,(21:30:00),Orange Line,2654.24
2020-11-28,(01:30:00),Red Line,5.42
2022-04-16,(01:00:00),Orange Line,35.68
2018-12-20,(15:30:00),Orange Line,5506.7
2019-12-09,(20:30:00),Red Line,2107.89
2016-11-27,(19:30:00),Blue Line,519.1
2018-09-20,(13:30:00),Silver Line,196.5
2015-05-14,(21:00:00),Green Line,2048.0
2016-04-12,(05:00:00),Blue Line,971.1
2019-05-27,(10:00:00),Red Line,2337.06
2017-04-10,(17:30:00),Blue Line,1999.4
2014-01-27,(15:30:00),Blue Line,1612.6
2016-11-18,(00:00:00),Green Line,919.17
2018-04-23,(19:00:00),Blue Line,962.6
2019-01-02,(07:30:00),Green Line,1489.87
2021-02-19,(19:00:00),Green Line,543.18
2019-09-11,(06:00:00),Orange Line,3493.04
2021-03-15,(00:30:00),Red Line,57.26
2019-01-29,(14:00:00),Silver Line,175.6
2016-03-07,(03:30:00),Red Line,1.58
2020-04-12,(00:30:00),Green Line,15.43
2019-07-18,(20:30:00),Silver Line,250.0
2020-05-20,(19:00:00),Orange Line,303.18
2014-02-22,(07:30:00),Silver Line,49.0
2022-06-08,(08:00:00),Green Line,1066.87
2014-01-20,(19:30:00),Silver Line,139.0
2021-12-08,(12:00:00),Silver Line,68.9
2021-10-03,(13:00:00),Green Line,1063.66
2018-01-05,(17:30:00),Orange Line,5293.89
2021-07-08,(03:30:00),Red Line,0.42
2018-11-06,(11:30:00),Orange Line,2718.97
2019-07-24,(14:30:00),Orange Line,3710.34
2014-05-21,(07:30:00),Blue Line,2508.7
2017-10-29,(21:00:00),Red Line,902.9
2020-06-19,(06:30:00),Orange Line,693.85
2020-10-29,(14:00:00),Blue Line,638.2
2017-11-12,(09:00:00),Blue Line,628.9
2020-04-24,(20:30:00),Blue Line,82.3
2021-10-17,(22:00:00),Green Line,545.78
2016-02-08,(06:00:00),Green Line,563.2
2017-08-23,(08:00:00),Orange Line,9168.13
2014-10-10,(10:00:00),Red Line,4876.06
2020-12-08,(21:30:00),Green Line,262.49
2020-08-26,(16:00:00),Silver Line,79.2
2018-09-19,(00:00:00),Red Line,474.56
2014-03-01,(21:00:00),Green Line,2060.5299999999997
2016-03-22,(19:30:00),Orange Line,3065.55
2014-04-14,(16:00:00),Red Line,8252.09
2016-06-27,(13:30:00),Green Line,1596.19
2018-03-22,(22:00:00),Orange Line,1741.89
2017-08-31,(11:00:00),Blue Line,1049.9
2014-07-29,(20:00:00),Blue Line,602.4
2015-05-01,(10:30:00),Orange Line,2950.06
2020-11-29,(01:30:00),Orange Line,11.129999999999999
2019-04-08,(23:30:00),Green Line,416.38
2021-09-14,(06:30:00),Orange Line,2362.71
2016-07-20,(22:30:00),Red Line,1874.95
2017-12-11,(14:00:00),Blue Line,1264.5
2015-07-22,(07:00:00),Green Line,1526.84
2021-01-08,(06:30:00),Red Line,1176.06
2022-01-27,(18:00:00),Blue Line,525.9
2021-08-13,(04:00:00),Orange Line,5.0
2021-02-13,(04:30:00),Silver Line,3.3
2017-05-22,(08:00:00),Blue Line,3110.0
2018-06-14,(17:00:00),Orange Line,10308.09
2022-01-28,(01:00:00),Orange Line,38.81
2019-11-16,(22:00:00),Orange Line,1928.35
2018-05-31,(22:30:00),Blue Line,606.0
2015-04-03,(11:30:00),Red Line,4427.88
2016-09-26,(09:30:00),Green Line,1315.82
2022-05-11,(21:30:00),Orange Line,2188.86
2014-07-27,(14:30:00),Red Line,2553.15
2017-04-27,(01:00:00),Green Line,18.73
2014-04-23,(22:30:00),Green Line,2688.89
2017-09-18,(07:30:00),Green Line,2130.74
2018-06-23,(11:30:00),Green Line,1292.46
2015-01-27,(22:30:00),Orange Line,0.9
2016-05-11,(15:00:00),Orange Line,5476.26
2015-12-18,(15:30:00),Orange Line,6424.46
2017-08-25,(16:30:00),Silver Line,784.1
2018-08-09,(05:30:00),Orange Line,1700.94
2014-01-04,(00:30:00),Orange Line,247.59
2020-01-13,(07:30:00),Silver Line,372.6
2018-11-15,(12:30:00),Orange Line,3013.34
2017-10-11,(20:30:00),Blue Line,695.8
2015-05-01,(21:30:00),Green Line,2834.69
2020-12-11,(04:30:00),Blue Line,20.4
2018-11-19,(12:00:00),Silver Line,145.1
2015-02-26,(06:00:00),Green Line,669.75
2017-04-07,(17:30:00),Green Line,4629.72
2014-05-17,(00:00:00),Silver Line,73.6
2018-12-11,(16:30:00),Red Line,9548.95
2021-05-30,(18:00:00),Red Line,910.18
2021-07-09,(07:00:00),Blue Line,1015.6
2022-06-14,(10:00:00),Blue Line,736.6
2019-09-11,(18:00:00),Silver Line,647.4
2016-10-01,(10:00:00),Green Line,1024.25
2021-10-28,(22:30:00),Blue Line,286.0
2014-08-31,(22:00:00),Blue Line,459.3
2020-02-13,(17:30:00),Blue Line,1422.7
2019-08-06,(01:30:00),Orange Line,14.34
2020-06-02,(10:00:00),Red Line,431.26
2014-08-06,(09:00:00),Silver Line,214.8
2021-12-01,(13:00:00),Orange Line,1703.63
2019-01-12,(10:30:00),Red Line,2115.53
2014-09-13,(16:00:00),Red Line,5137.38
2016-10-13,(19:30:00),Silver Line,243.7
2019-11-03,(04:30:00),Silver Line,0.3
2018-01-19,(18:00:00),Silver Line,576.9
2018-10-14,(12:30:00),Blue Line,851.5
2022-02-22,(01:30:00),Red Line,12.26
2020-04-23,(01:00:00),Silver Line,0.9
2014-06-08,(22:30:00),Silver Line,81.2
2020-10-21,(23:30:00),Red Line,216.36
2014-01-24,(12:30:00),Red Line,3706.29
2020-08-10,(05:00:00),Green Line,75.89999999999999
2019-09-17,(02:00:00),Orange Line,12.620000000000001
2021-12-05,(07:00:00),Silver Line,27.3
2020-09-14,(00:00:00),Green Line,61.11
2020-06-24,(21:30:00),Blue Line,176.2
2018-10-30,(10:00:00),Blue Line,1171.3
2016-08-25,(15:00:00),Green Line,2413.35
2022-03-15,(21:30:00),Orange Line,824.09
2021-12-15,(10:00:00),Silver Line,49.0
2019-05-27,(13:30:00),Blue Line,1158.9
2015-12-27,(07:00:00),Silver Line,25.9
2021-04-09,(19:30:00),Silver Line,48.0
2017-05-12,(15:30:00),Orange Line,5626.77
2014-04-01,(09:30:00),Green Line,1477.62
2015-10-19,(14:00:00),Orange Line,4851.97
2016-05-30,(01:00:00),Orange Line,34.96
2021-08-13,(17:30:00),Blue Line,850.4
2018-01-26,(13:00:00),Red Line,3945.79
2015-11-01,(20:00:00),Orange Line,1263.93
2018-08-09,(16:00:00),Blue Line,2245.6
2016-05-20,(18:30:00),Blue Line,1109.2
2014-09-23,(06:00:00),Blue Line,1820.4
2020-09-06,(12:00:00),Green Line,357.26
2018-04-06,(18:00:00),Blue Line,1316.4
2019-07-19,(02:30:00),Blue Line,5.0
2020-03-16,(16:30:00),Silver Line,140.6
2021-12-09,(15:00:00),Silver Line,228.1
2022-05-24,(13:00:00),Orange Line,1606.42
2019-03-30,(06:30:00),Silver Line,22.7
2020-12-03,(09:30:00),Orange Line,901.47
2015-05-06,(02:00:00),Orange Line,4.0
2020-10-19,(10:30:00),Orange Line,873.15
2018-03-12,(07:00:00),Blue Line,2580.0
2015-12-14,(12:30:00),Green Line,1398.87
2018-01-18,(01:00:00),Silver Line,2.4
2018-06-30,(21:30:00),Green Line,1336.78
2020-12-06,(17:30:00),Orange Line,537.74
2019-08-11,(05:00:00),Silver Line,1.0
2021-02-18,(08:30:00),Silver Line,37.5
2014-03-02,(19:00:00),Blue Line,552.6
2017-08-28,(03:00:00),Orange Line,3.0
2022-03-19,(04:30:00),Red Line,45.45
2015-01-20,(01:30:00),Red Line,6.77
2018-07-17,(18:30:00),Blue Line,986.1
2017-10-18,(05:00:00),Blue Line,1058.1
2017-06-23,(23:30:00),Blue Line,565.0
2016-11-23,(00:00:00),Orange Line,363.79
2018-10-19,(11:30:00),Orange Line,2984.48
2018-08-22,(20:30:00),Silver Line,166.4
2014-05-05,(07:30:00),Orange Line,8080.85
2019-08-20,(01:00:00),Silver Line,1.2
2020-08-07,(18:00:00),Blue Line,420.4
2017-04-09,(02:00:00),Blue Line,2.8
2020-02-22,(21:00:00),Blue Line,423.5
2015-10-09,(16:00:00),Red Line,9596.34
2020-03-19,(01:30:00),Orange Line,14.48
2017-04-08,(17:30:00),Silver Line,121.8
2019-10-23,(19:30:00),Blue Line,617.6
2019-10-06,(02:00:00),Red Line,4.99
2020-08-09,(08:00:00),Red Line,379.21999999999997
2022-06-24,(05:30:00),Silver Line,50.7
2014-08-19,(20:30:00),Orange Line,1967.3899999999999
2015-05-13,(12:00:00),Silver Line,156.6
2016-10-01,(16:00:00),Silver Line,182.6
2014-11-04,(23:00:00),Blue Line,411.8
2020-11-27,(02:30:00),Blue Line,0.1
2017-09-20,(18:00:00),Blue Line,1321.5
2018-07-17,(06:30:00),Orange Line,4537.17
2021-03-19,(19:30:00),Silver Line,48.1
2014-09-27,(19:00:00),Red Line,3507.89
2019-09-08,(19:30:00),Blue Line,598.6
2022-04-16,(20:30:00),Orange Line,1143.93
2018-07-14,(15:00:00),Green Line,2283.1
2021-07-13,(07:30:00),Green Line,668.07
2015-08-03,(15:30:00),Silver Line,419.0
2014-09-20,(06:00:00),Red Line,1030.21
2021-10-16,(04:00:00),Red Line,6.02
2020-03-14,(16:00:00),Red Line,1582.59
2017-05-19,(19:30:00),Red Line,3982.61
2015-10-01,(20:30:00),Green Line,1806.94
2020-10-04,(20:30:00),Red Line,423.26
2019-07-06,(18:30:00),Silver Line,129.7
2020-10-02,(21:00:00),Orange Line,703.6800000000001
2022-02-14,(19:00:00),Red Line,1773.23
2014-11-11,(22:30:00),Silver Line,83.3
2018-03-01,(15:30:00),Orange Line,5707.86
2017-01-02,(13:00:00),Silver Line,95.1
2014-05-11,(16:30:00),Orange Line,2472.33
2014-05-30,(23:30:00),Green Line,1942.54
2021-03-06,(05:00:00),Blue Line,182.6
2021-06-26,(06:00:00),Green Line,138.97
2018-05-14,(02:30:00),Orange Line,1.02
2016-05-25,(08:00:00),Green Line,2354.0
2016-09-25,(12:00:00),Blue Line,894.1
2014-01-23,(19:30:00),Green Line,2368.13
2019-03-20,(11:00:00),Orange Line,2520.21
2017-11-18,(22:30:00),Red Line,1419.24
2022-02-21,(05:30:00),Red Line,469.58
2019-10-05,(06:00:00),Red Line,908.33
2016-02-25,(21:00:00),Blue Line,504.3
2019-02-24,(04:00:00),Orange Line,2.17
2014-04-12,(11:00:00),Orange Line,3148.16
2020-04-11,(10:30:00),Red Line,238.04
2016-09-28,(16:00:00),Green Line,3509.06
2020-01-05,(14:30:00),Silver Line,128.3
2014-04-19,(20:00:00),Orange Line,2409.15
2016-03-31,(08:30:00),Blue Line,2484.0
2021-09-20,(18:30:00),Green Line,1207.09
2014-07-25,(14:00:00),Orange Line,4473.94
2018-05-27,(01:30:00),Orange Line,9.0
2020-09-03,(19:00:00),Green Line,586.87
2018-10-02,(09:00:00),Blue Line,1957.9
2016-08-30,(06:00:00),Green Line,672.37
2015-01-02,(11:00:00),Red Line,3562.98
2014-02-17,(01:30:00),Green Line,4.45
2018-07-06,(15:00:00),Orange Line,4477.17
2020-01-13,(10:30:00),Orange Line,2238.55
2016-07-21,(03:00:00),Red Line,7.0
2021-12-20,(00:00:00),Green Line,141.46
2021-08-23,(15:30:00),Blue Line,948.7
2022-06-15,(03:30:00),Silver Line,8.4
2017-09-24,(17:30:00),Red Line,3014.29
2021-02-16,(04:00:00),Orange Line,2.0
2016-06-25,(11:00:00),Silver Line,82.9
2021-06-25,(06:30:00),Orange Line,1310.59
2017-01-09,(01:30:00),Green Line,1.74
2014-12-18,(13:00:00),Orange Line,3460.27
2017-07-14,(21:00:00),Blue Line,840.4
2015-07-01,(09:00:00),Red Line,7559.91
2018-03-06,(19:30:00),Red Line,3457.22
2020-07-11,(00:00:00),Red Line,157.84
2014-10-06,(23:00:00),Red Line,1270.51
2017-03-15,(18:30:00),Blue Line,972.6999999999999
